species,breed,origin,age_months,gender,health_status,vaccination_status,size,energy_level,exercise_needs,training_needs,trained_level,child_friendly_score,pet_friendly_score,stranger_friendly_score,needs_yard,can_live_in_apartment,grooming_needs,estimated_monthly_cost,noise_level,can_be_left_alone,max_hours_alone,requires_experienced_owner,temperament_tags,description,adoption_success
Dog,Indian Pariah Dog,Indian,17,male,healthy,up_to_date,medium,5,high,moderate,basic,7,5,4,False,True,low,1500.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Dog,Labrador Retriever,International,13,male,healthy,partial,large,4,high,moderate,intermediate,10,9,8,True,False,moderate,3500.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,Cocker Spaniel,International,47,female,healthy,up_to_date,medium,3,moderate,moderate,intermediate,9,9,8,False,True,high,3700.0,moderate,True,6,False,"gentle,happy,adaptable,playful,affectionate",Cheerful family dog. Adapts well to apartment life. Requires regular professional grooming and vet ear checkups.,True
Dog,Indian Spitz,Indian,10,female,healthy,up_to_date,small,3,moderate,moderate,intermediate,8,7,7,False,True,high,2000.0,vocal,True,8,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Dog,Labrador Retriever,International,11,female,healthy,not_vaccinated,large,4,high,moderate,intermediate,9,7,9,True,False,moderate,4000.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,False
Cat,Persian,International,78,female,healthy,partial,medium,1,minimal,low,basic,7,7,5,False,True,high,3500.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Dog,Mixed Breed (Indian Street),Indian,17,female,minor_condition,partial,medium,2,moderate,moderate,basic,6,7,4,False,True,low,1500.0,moderate,True,8,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,False
Cat,Siamese,International,57,male,healthy,up_to_date,medium,4,moderate,moderate,intermediate,6,4,5,False,True,low,3400.0,vocal,True,9,False,"vocal,social,intelligent,demanding,affectionate",Very chatty and social. Demands attention. Dislikes being alone long. Bonds deeply with one person.,True
Dog,Labrador Retriever,International,58,male,healthy,up_to_date,large,4,high,moderate,intermediate,9,9,9,True,False,moderate,3900.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,Mixed Breed (Indian Street),Indian,18,male,healthy,not_vaccinated,medium,4,moderate,moderate,basic,7,6,5,False,True,low,1500.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,True
Dog,Boxer,International,38,female,healthy,partial,large,3,high,moderate,intermediate,9,6,6,True,False,low,4600.0,moderate,False,4,False,"playful,loyal,energetic,funny,protective",Playful family dog. Excellent with children. Brachycephalic — needs shade in Indian summers. Very energetic.,False
Cat,Persian,International,39,female,healthy,up_to_date,medium,1,minimal,low,basic,5,6,4,False,True,high,3500.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Dog,Beagle,International,28,male,healthy,not_vaccinated,medium,4,high,high,basic,8,7,8,True,False,low,3100.0,vocal,False,4,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",True
Dog,Indian Spitz,Indian,9,male,minor_condition,up_to_date,small,3,moderate,moderate,intermediate,7,7,7,False,True,high,1800.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Dog,German Shepherd,International,67,female,healthy,partial,large,4,high,moderate,intermediate,8,5,3,True,False,moderate,5600.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Cat,Indian Street Cat (Rescued),Indian,7,female,healthy,up_to_date,medium,3,minimal,low,basic,6,6,4,False,True,low,1100.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Cat,Indian Domestic Short Hair,Indian,144,male,minor_condition,not_vaccinated,medium,2,moderate,low,basic,8,6,4,False,True,low,1300.0,moderate,True,11,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Beagle,International,48,female,healthy,partial,medium,4,high,high,basic,10,9,8,True,False,low,3300.0,vocal,False,4,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",True
Dog,Rottweiler,International,4,male,healthy,partial,large,4,moderate,high,intermediate,6,5,3,True,False,low,4800.0,moderate,True,6,True,"loyal,confident,protective,powerful,calm",Powerful guardian. Needs early socialization and firm training. Devoted to family. Not for first-time owners.,False
Cat,Persian,International,15,male,healthy,up_to_date,medium,1,minimal,low,basic,5,6,4,False,True,high,4000.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Dog,Indian Spitz,Indian,14,male,minor_condition,not_vaccinated,small,3,moderate,moderate,intermediate,9,8,6,False,True,high,2300.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",False
Dog,Indie (Rescued),Indian,6,female,healthy,up_to_date,medium,4,moderate,moderate,untrained,5,6,6,False,True,low,1500.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,Mixed Breed (Indian Street),Indian,3,female,healthy,up_to_date,medium,5,moderate,moderate,basic,6,6,4,False,True,low,1600.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,False
Dog,Bakharwal Dog,Indian,123,male,healthy,up_to_date,large,1,moderate,high,basic,7,4,0,True,False,high,2900.0,vocal,True,5,True,"protective,brave,independent,sturdy,herding","Ancient Himalayan livestock guardian. Thick double coat. Protective of family. Thrives in cold climates, needs experienced owner.",True
Dog,Pomeranian,International,2,male,healthy,up_to_date,small,4,moderate,moderate,intermediate,4,4,4,False,True,high,2800.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,False
Dog,Indie (Rescued),Indian,11,male,minor_condition,partial,medium,3,moderate,moderate,untrained,5,7,4,False,True,low,1600.0,moderate,True,5,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,Indian Pariah Dog,Indian,72,female,minor_condition,partial,medium,4,high,moderate,basic,8,6,5,False,True,low,1400.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",False
Dog,Jonangi,Indian,35,female,healthy,up_to_date,medium,5,high,moderate,basic,8,6,5,False,True,low,1400.0,quiet,True,6,False,"quiet,one-owner,loyal,agile,unusual-vocalization",Andhra Pradesh duck-herding dog. Uniquely doesn't bark — yodels instead. Low maintenance. Can be aloof with strangers.,False
Cat,Indian Street Cat (Rescued),Indian,3,male,healthy,up_to_date,medium,4,minimal,low,basic,5,6,5,False,True,low,1100.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Cat,Indian Domestic Short Hair,Indian,13,female,healthy,partial,medium,4,moderate,low,basic,6,7,6,False,True,low,1000.0,moderate,True,11,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Doberman Pinscher,International,58,male,healthy,partial,large,5,high,high,intermediate,5,5,4,True,False,low,5700.0,moderate,True,4,True,"intelligent,alert,protective,energetic,loyal",Popular guard dog in India. Highly intelligent and trainable. Needs extensive exercise and mental stimulation.,False
Dog,Mixed Breed (Indian Street),Indian,7,male,healthy,not_vaccinated,medium,4,moderate,moderate,basic,6,8,4,False,True,low,1500.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,False
Cat,Persian Cats,International,5,male,healthy,partial,medium,2,minimal,low,basic,7,6,4,False,True,high,4200.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,True
Dog,Beagle,International,9,male,healthy,up_to_date,medium,4,high,high,basic,9,7,8,True,False,low,3400.0,vocal,False,5,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",True
Dog,Pomeranian,International,71,female,minor_condition,up_to_date,small,3,moderate,moderate,intermediate,5,5,6,False,True,high,3400.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,False
Dog,Indie (Rescued),Indian,3,male,healthy,up_to_date,medium,4,moderate,moderate,untrained,6,5,4,False,True,low,1600.0,moderate,True,5,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,Beagle,International,93,male,healthy,partial,medium,3,high,high,basic,10,8,9,True,False,low,3900.0,vocal,False,5,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",True
Dog,Dachshund,International,3,female,healthy,up_to_date,small,4,moderate,moderate,basic,5,5,4,False,True,low,2900.0,vocal,True,7,False,"curious,lively,stubborn,playful,vocal",Compact apartment dog. Stubborn but charming. Avoid stairs climbing — prone to spinal issues.,False
Dog,Mudhol Hound,Indian,1,male,healthy,partial,large,5,very_high,high,intermediate,6,3,2,True,False,low,1900.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Dog,Labrador Retriever,International,11,male,minor_condition,up_to_date,large,4,high,moderate,intermediate,10,9,10,True,False,moderate,3700.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,Rottweiler,International,70,male,healthy,up_to_date,large,3,moderate,high,intermediate,6,3,1,True,False,low,5300.0,moderate,True,5,True,"loyal,confident,protective,powerful,calm",Powerful guardian. Needs early socialization and firm training. Devoted to family. Not for first-time owners.,False
Cat,Indian Street Cat (Rescued),Indian,17,male,healthy,not_vaccinated,medium,3,minimal,low,basic,7,5,4,False,True,low,1100.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,False
Dog,Labrador Retriever,International,44,female,healthy,partial,large,4,high,moderate,intermediate,10,8,9,True,False,moderate,4300.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,German Shepherd,International,39,male,serious_condition,partial,large,4,high,moderate,intermediate,6,5,4,True,False,moderate,4600.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Cat,Russian Blue,International,3,male,minor_condition,not_vaccinated,medium,3,minimal,low,intermediate,6,6,1,False,True,low,5100.0,quiet,True,10,False,"shy,gentle,loyal,quiet,independent",Elegant blue-coated cat. Shy with strangers but deeply loyal to family. Dislikes loud environments.,True
Dog,Indian Spitz,Indian,72,male,minor_condition,partial,small,3,moderate,moderate,intermediate,9,8,5,False,True,high,1700.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Dog,Labrador Retriever,International,25,female,healthy,up_to_date,large,4,high,moderate,intermediate,10,9,9,True,False,moderate,4400.0,moderate,True,4,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,Indian Spitz,Indian,4,female,healthy,up_to_date,small,4,moderate,moderate,intermediate,8,7,7,False,True,high,1700.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Dog,Himalayan Sheepdog,Indian,42,male,healthy,up_to_date,large,3,moderate,high,basic,5,7,4,True,False,high,3100.0,moderate,True,6,True,"protective,loyal,mountain,sturdy,guardian",North Indian mountain guardian. Dense thick coat. Needs cooler climate or air-conditioned space in summer.,True
Dog,Pug,International,61,female,minor_condition,not_vaccinated,small,2,minimal,moderate,basic,8,8,9,False,True,low,3900.0,moderate,True,7,False,"charming,mischievous,loving,calm,social",Made famous by Indian TV ads. Great apartment dog. Brachycephalic — avoid exercise in peak summer heat.,True
Dog,Golden Retriever,International,4,female,healthy,up_to_date,large,5,high,moderate,intermediate,9,8,9,True,False,high,4500.0,moderate,True,5,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,True
Dog,Indie (Rescued),Indian,121,female,minor_condition,not_vaccinated,medium,2,moderate,moderate,untrained,6,5,3,False,True,low,1500.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",False
Dog,Rampur Greyhound,Indian,65,female,healthy,up_to_date,large,5,very_high,moderate,basic,6,4,5,True,False,low,2400.0,quiet,True,4,True,"fast,independent,agile,royal,reserved","Cross between Afghan Hound and English Greyhound, bred for royalty in Rampur. Extremely fast, needs vast open space.",False
Dog,German Shepherd,International,5,male,healthy,not_vaccinated,large,5,high,moderate,intermediate,7,6,3,True,False,moderate,5000.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Dog,Pandikona,Indian,57,female,minor_condition,up_to_date,medium,3,high,moderate,basic,6,5,4,True,False,low,1700.0,moderate,True,6,True,"protective,primitive,loyal,independent","Andhra Pradesh primitive breed. Loyal to owner, wary of strangers. Hardy, low maintenance, suited to rural areas.",True
Dog,German Shepherd,International,15,male,healthy,not_vaccinated,large,3,high,moderate,intermediate,6,5,4,True,False,moderate,5400.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,True
Cat,Himalayan,International,6,female,healthy,up_to_date,medium,1,minimal,low,basic,8,6,5,False,True,high,4200.0,quiet,True,9,False,"calm,gentle,affectionate,quiet,lap-cat","Persian-Siamese cross. Calm like Persian, slightly more playful. Requires daily grooming and AC in summer.",True
Dog,Pomeranian,International,138,male,minor_condition,up_to_date,small,2,moderate,moderate,intermediate,4,5,4,False,True,high,3400.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,False
Dog,Indian Pariah Dog,Indian,83,male,healthy,partial,medium,4,high,moderate,basic,6,5,4,False,True,low,1700.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Dog,Golden Retriever,International,53,female,healthy,up_to_date,large,4,high,moderate,intermediate,10,9,10,True,False,high,4900.0,moderate,True,5,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,True
Dog,Combai,Indian,7,female,healthy,not_vaccinated,medium,4,high,high,basic,5,3,2,True,False,low,1800.0,moderate,True,6,True,"brave,aggressive,protective,powerful,loyal","Bear-hunting dog from Tamil Nadu. Powerful guardian. Requires firm training, socialization, and an experienced handler.",False
Cat,Ragdoll,International,4,male,healthy,up_to_date,large,2,minimal,low,intermediate,9,9,9,False,True,high,6600.0,quiet,True,8,False,"docile,gentle,floppy,affectionate,calm",Goes limp when held — hence Ragdoll. Extremely gentle. Perfect for families with children. Needs regular brushing.,True
Cat,Persian Cats,International,61,male,healthy,partial,medium,1,minimal,low,basic,7,5,4,False,True,high,3500.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,True
Dog,Indian Spitz,Indian,13,male,healthy,not_vaccinated,small,3,moderate,moderate,intermediate,9,8,6,False,True,high,1800.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Cat,Indian Domestic Short Hair,Indian,4,female,healthy,not_vaccinated,medium,3,moderate,low,basic,7,6,5,False,True,low,1300.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Cat,Indian Street Cat (Rescued),Indian,35,male,healthy,up_to_date,medium,3,minimal,low,basic,6,6,4,False,True,low,900.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Dog,German Shepherd,International,40,female,healthy,up_to_date,large,4,high,moderate,intermediate,7,5,4,True,False,moderate,4700.0,moderate,True,5,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,False
Dog,Labrador Retriever,International,4,male,serious_condition,up_to_date,large,5,high,moderate,intermediate,10,9,7,True,False,moderate,3900.0,moderate,True,6,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,False
Cat,Persian,International,2,female,healthy,not_vaccinated,medium,2,minimal,low,basic,6,7,5,False,True,high,3700.0,quiet,True,9,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Dog,Mudhol Hound,Indian,99,male,minor_condition,partial,large,4,very_high,high,intermediate,5,3,5,True,False,low,2200.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Dog,Great Dane,International,40,male,healthy,partial,large,2,moderate,moderate,intermediate,7,8,7,True,False,low,6100.0,moderate,True,4,False,"friendly,patient,gentle-giant,calm,devoted",Gentle giant. Calm indoors but needs space due to size. High food and vet costs. Short lifespan 7-10 years.,False
Dog,Pomeranian,International,15,male,healthy,up_to_date,small,3,moderate,moderate,intermediate,5,5,6,False,True,high,2800.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,False
Cat,Indian Domestic Short Hair,Indian,4,male,healthy,up_to_date,medium,4,moderate,low,basic,7,6,5,False,True,low,1300.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Indian Spitz,Indian,3,female,minor_condition,partial,small,5,moderate,moderate,intermediate,6,7,7,False,True,high,2300.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Dog,Indian Pariah Dog,Indian,52,male,healthy,up_to_date,medium,4,high,moderate,basic,8,5,4,False,True,low,1300.0,moderate,True,8,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Cat,Bengal,International,2,female,healthy,partial,medium,5,high,moderate,basic,7,6,5,False,True,low,5500.0,vocal,True,6,True,"wild-look,energetic,playful,mischievous,athletic",Wild-looking cat with leopard spots. Extremely active and curious. Not a lap cat. Needs vertical space to climb.,False
Dog,Indian Pariah Dog,Indian,3,male,healthy,up_to_date,medium,5,high,moderate,basic,7,7,4,False,True,low,1500.0,moderate,True,9,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Cat,Indian Domestic Short Hair,Indian,18,male,healthy,not_vaccinated,medium,3,moderate,low,basic,8,6,4,False,True,low,1100.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Indie (Rescued),Indian,14,male,healthy,up_to_date,medium,3,moderate,moderate,untrained,5,6,4,False,True,low,1500.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,Golden Retriever,International,13,female,healthy,not_vaccinated,large,4,high,moderate,intermediate,9,10,10,True,False,high,5000.0,moderate,True,4,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,True
Dog,Pandikona,Indian,69,female,healthy,up_to_date,medium,4,high,moderate,basic,5,5,2,True,False,low,1500.0,moderate,True,5,True,"protective,primitive,loyal,independent","Andhra Pradesh primitive breed. Loyal to owner, wary of strangers. Hardy, low maintenance, suited to rural areas.",True
Cat,Siamese,International,16,male,healthy,not_vaccinated,medium,4,moderate,moderate,intermediate,8,6,4,False,True,low,3300.0,vocal,True,7,False,"vocal,social,intelligent,demanding,affectionate",Very chatty and social. Demands attention. Dislikes being alone long. Bonds deeply with one person.,True
Cat,Persian,International,86,female,minor_condition,up_to_date,medium,1,minimal,low,basic,7,4,4,False,True,high,3900.0,quiet,True,9,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Dog,Pandikona,Indian,104,female,healthy,not_vaccinated,medium,4,high,moderate,basic,5,6,4,True,False,low,1400.0,moderate,True,6,True,"protective,primitive,loyal,independent","Andhra Pradesh primitive breed. Loyal to owner, wary of strangers. Hardy, low maintenance, suited to rural areas.",False
Dog,Mudhol Hound,Indian,54,male,healthy,partial,large,5,very_high,high,intermediate,5,4,3,True,False,low,1900.0,quiet,True,6,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,False
Dog,Kanni,Indian,3,male,minor_condition,up_to_date,medium,5,high,moderate,basic,5,4,2,True,False,low,2000.0,quiet,True,5,True,"gentle,loyal,agile,reserved,graceful",Rare Tamil Nadu breed. Gentle with family once bonded. Requires open space and an experienced owner.,True
Dog,Mudhol Hound,Indian,45,female,minor_condition,not_vaccinated,large,5,very_high,high,intermediate,6,2,4,True,False,low,1900.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,False
Dog,Great Dane,International,16,female,healthy,up_to_date,large,2,moderate,moderate,intermediate,7,7,7,True,False,low,7100.0,moderate,True,5,False,"friendly,patient,gentle-giant,calm,devoted",Gentle giant. Calm indoors but needs space due to size. High food and vet costs. Short lifespan 7-10 years.,True
Dog,Indie (Rescued),Indian,45,female,healthy,up_to_date,medium,3,moderate,moderate,untrained,5,7,4,False,True,low,1300.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,Mudhol Hound,Indian,60,male,healthy,not_vaccinated,large,5,very_high,high,intermediate,5,4,3,True,False,low,2000.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Cat,Indian Street Cat (Rescued),Indian,3,male,healthy,not_vaccinated,medium,4,minimal,low,basic,7,5,4,False,True,low,1000.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Dog,Indie (Rescued),Indian,6,female,minor_condition,up_to_date,medium,3,moderate,moderate,untrained,6,7,3,False,True,low,1400.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,Cocker Spaniel,International,1,male,minor_condition,partial,medium,4,moderate,moderate,intermediate,10,7,8,False,True,high,4100.0,moderate,True,6,False,"gentle,happy,adaptable,playful,affectionate",Cheerful family dog. Adapts well to apartment life. Requires regular professional grooming and vet ear checkups.,True
Dog,Beagle,International,60,male,serious_condition,up_to_date,medium,4,high,high,basic,7,8,7,True,False,low,3400.0,vocal,False,3,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",True
Dog,Kanni,Indian,4,female,minor_condition,partial,medium,5,high,moderate,basic,6,4,1,True,False,low,1600.0,quiet,True,5,True,"gentle,loyal,agile,reserved,graceful",Rare Tamil Nadu breed. Gentle with family once bonded. Requires open space and an experienced owner.,True
Dog,Beagle,International,16,female,healthy,up_to_date,medium,5,high,high,basic,10,7,8,True,False,low,3000.0,vocal,False,5,False,"curious,merry,friendly,vocal,scent-driven","Popular family dog. Follows nose everywhere — needs secure yard. Vocal breed, can disturb neighbors.",False
Dog,Mixed Breed (Indian Street),Indian,15,female,minor_condition,partial,medium,3,moderate,moderate,basic,6,6,6,False,True,low,1700.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,True
Dog,Labrador Retriever,International,46,male,healthy,partial,large,4,high,moderate,intermediate,10,9,9,True,False,moderate,4500.0,moderate,True,5,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Dog,Golden Retriever,International,14,male,healthy,not_vaccinated,large,4,high,moderate,intermediate,10,9,9,True,False,high,4500.0,moderate,True,4,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,False
Dog,Indian Pariah Dog,Indian,42,male,healthy,up_to_date,medium,4,high,moderate,basic,8,6,2,False,True,low,1400.0,moderate,True,6,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Cat,Persian Cats,International,64,female,healthy,up_to_date,medium,1,minimal,low,basic,6,6,4,False,True,high,3800.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,True
